flavour,user_name,rating,title,review_description,date,country,cleaned_reviews,afinn_score,bing_score,nrc_score,sentiment_label,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
Crazy Cups Flavored Variety Pack Decaf,Traci Midkiff,5.0,Love this coffee,"I am addicted to coffee, especially flavored coffee. I am always trying new flavors and these were awesome. The flavors are so yummy. You actually can tell what flavor it is by the taste and not just the name. Will definitely buy this brand over and over again."," April 25, 2020",the United States 🇺🇸,"i am addicted to coffee, especially flavored coffee. i am always trying new flavors and these were awesome. the flavors are so yummy. you actually can tell what flavor it is by the taste and not just the name. will definitely buy this brand over and over again.",7.0,0.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,French,5.0,Yum,I love this coffee. The flavors are always good. They are full of flavor and I never feel let down.," May 11, 2021",the United States 🇺🇸,i love this coffee. the flavors are always good. they are full of flavor and i never feel let down.,6.0,3.0,3.0,Very Positive,0.0,0.125,0.0,0.0,0.25,0.0,0.375,0.0,0.125,0.125
Crazy Cups Flavored Variety Pack Decaf,megan,5.0,Grear flavors,Best coffe hands down strong flavors no sugar needed," December 9, 2021",the United States 🇺🇸,best coffe hands down strong flavors no sugar needed,4.0,4.0,1.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Virginia Olszowka,5.0,Best fkavored coffee!,Its the best flavored coffee that I have ordered through Amazon. Nice assortment of flavors and it has the right strength I prefer. Its a wnner.," January 29, 2021",the United States 🇺🇸,its the best flavored coffee that i have ordered through amazon. nice assortment of flavors and it has the right strength i prefer. its a wnner.,8.0,8.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Crazy Cups Flavored Variety Pack Decaf,Anne F.,5.0,Delicious as usual,"Contrary to some of the other reviews, these cups worked fine in my Keurig. The needle punctured just fine, the cup did nor explode. I have ordered Crazy Cups before with no issues. Tastes awesome and I will order again for sure"," June 10, 2020",the United States 🇺🇸,"contrary to some of the other reviews, these cups worked fine in my keurig. the needle punctured just fine, the cup did nor explode. i have ordered crazy cups before with no issues. tastes awesome and i will order again for sure",5.0,3.0,6.0,Very Positive,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0
Crazy Cups Flavored Variety Pack Decaf,Amanda Q.,5.0,These are delicious,This is our favorite brand of k-cups by far. The aroma is great and so is the flavor. We really loved the White Chocolate Strawberry.," February 6, 2021",the United States 🇺🇸,this is our favorite brand of k-cups by far. the aroma is great and so is the flavor. we really loved the white chocolate strawberry.,8.0,8.0,8.0,Very Positive,0.0,0.16666666666666666,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.25
Crazy Cups Flavored Variety Pack Decaf,HK,5.0,Yum,"I’ve only tried three flavors of the six so far, but even if I don’t like them the white chocolate strawberry smells and tastes amazing. My whole kitchen gets a nice rich berry and coffee smell. Smitten lol"," July 22, 2020",the United States 🇺🇸,"i’ve only tried three flavors of the six so far, but even if i don’t like them the white chocolate strawberry smells and tastes amazing. my whole kitchen gets a nice rich berry and coffee smell. smitten lol",14.0,10.0,5.0,Very Positive,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.0,0.0,0.21428571428571427
Crazy Cups Flavored Variety Pack Decaf,yhb,4.0,Delicious,Awsome flavors," December 29, 2020",the United States 🇺🇸,awsome flavors,0.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Vicki,3.0,Try it once,I have tried other brands with more flavor. I won't buy again. The pods are filtered and drain good with no loose grounds. It's just not my favorite.," March 10, 2021",the United States 🇺🇸,i have tried other brands with more flavor. i won't buy again. the pods are filtered and drain good with no loose grounds. it's just not my favorite.,4.0,-1.0,5.0,Very Positive,0.0,0.125,0.0,0.0,0.25,0.0,0.25,0.0,0.125,0.25
Crazy Cups Flavored Variety Pack Decaf,Apollo,5.0,good variety of fun flavors,"There are 6 different interesting flavors, so it is a good variety. Not all flavors are great, but I like to sample before buying a box of 1 flavor. I did have a shipping issue, but the excellent customer service cleared it up quickly."," March 16, 2020",the United States 🇺🇸,"there are 6 different interesting flavors, so it is a good variety. not all flavors are great, but i like to sample before buying a box of 1 flavor. i did have a shipping issue, but the excellent customer service cleared it up quickly.",14.0,11.0,10.0,Very Positive,0.0,0.1,0.0,0.0,0.2,0.0,0.4,0.0,0.1,0.2
Crazy Cups Flavored Variety Pack Decaf,Michael S.,5.0,Great taste!,Flavor is second to none.," January 2, 2022",the United States 🇺🇸,flavor is second to none.,0.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,4.0,Flavors,I like flavored coffee and these flavors are quite good. I will order again.," April 26, 2020",the United States 🇺🇸,i like flavored coffee and these flavors are quite good. i will order again.,5.0,2.0,0.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,William T. Brandum,5.0,"Nice Variety, Decent Price","A nice variety of flavours, some I've not seen elsewhere, with a good balance of flavor-to-coffee. French Toast is my favorite."," January 23, 2021",the United States 🇺🇸,"a nice variety of flavours, some i've not seen elsewhere, with a good balance of flavor-to-coffee. french toast is my favorite.",8.0,6.0,8.0,Very Positive,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.36363636363636365,0.0,0.09090909090909091,0.18181818181818182
Crazy Cups Flavored Variety Pack Decaf,Heidi,5.0,Amazing except for the white chocolate strawberry!,Okay so I loved all the flavors except the white chocolate strawberry!! Fruit and coffee 🤮🤮🤮 the variety pack would be much better without the strawberry one!!!," October 17, 2020",the United States 🇺🇸,okay so i loved all the flavors except the white chocolate strawberry!! fruit and coffee 🤮🤮🤮 the variety pack would be much better without the strawberry one!!!,5.0,5.0,4.0,Very Positive,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
Crazy Cups Flavored Variety Pack Decaf,walliworld,5.0,Great Coffee,"Great flavor, excellent price with quick and prompt delivery"," August 22, 2021",the United States 🇺🇸,"great flavor, excellent price with quick and prompt delivery",6.0,6.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.2
Crazy Cups Flavored Variety Pack Decaf,Hummingbirdsong3,5.0,Love the flavors,"Really good variety of flavors. Not as crazy about chocolate in my coffee but these were not a real strong flavor so I liked them The others, well just really have enjoyed them Will buy again"," January 30, 2020",the United States 🇺🇸,"really good variety of flavors. not as crazy about chocolate in my coffee but these were not a real strong flavor so i liked them the others, well just really have enjoyed them will buy again",7.0,5.0,15.0,Very Positive,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.2
Crazy Cups Flavored Variety Pack Decaf,Rosie Rich,5.0,Great flavors,"Pretty tasty, the coffee is good but I like a stronger / bold coffee. All I do is make it more concentrated, less water with my Keurig....good stuff...."," August 23, 2020",the United States 🇺🇸,"pretty tasty, the coffee is good but i like a stronger / bold coffee. all i do is make it more concentrated, less water with my keurig....good stuff....",13.0,10.0,10.0,Very Positive,0.0,0.1875,0.0,0.0,0.1875,0.0,0.3125,0.0,0.125,0.1875
Crazy Cups Flavored Variety Pack Decaf,Debby,5.0,Get the coffee!,I am addicted ! They have an amazing variety and all the coffee's taste great. Customer service is also the best if you have any problems or questions. Highly recommend. Will definitely buy again," March 24, 2020",the United States 🇺🇸,i am addicted ! they have an amazing variety and all the coffee's taste great. customer service is also the best if you have any problems or questions. highly recommend. will definitely buy again,10.0,5.0,1.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
Crazy Cups Flavored Variety Pack Decaf,Kathi Norris,4.0,Look forward to coffee in the morning.,Super good flavors.," August 6, 2020",the United States 🇺🇸,super good flavors.,6.0,6.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,nicole,1.0,"DO NOT PURCHASE, THESE DO NOT WORK WITH KEURIG MACHINES","I purchased these K-cups because the flavors sounded interesting and they looked aesthetically pleasing (I really need to stop buying things because they look pretty). Every time I tried to pop one of these suckers into my Keurig machine, it would immediately shut off. I thought, well maybe its my machine, so I tried one of the Starbucks K-cups I have, and it works just fine. I also have a brand new Keurig (the one that makes lattes and whatnot) so I highly doubt its my coffee maker. I am really let down, because I really wanted to try these! I'm probably going to see if I can just get my money back, because I don't need these just collecting dust in my pantry.

Don't waste your money like I did. Don't buy something because it looks ""cool"". The only thing ""crazy"" about these K-Cups, is the fact that they cause your Keurig to have a literal meltdown."," January 26, 2020",the United States 🇺🇸,"i purchased these k-cups because the flavors sounded interesting and they looked aesthetically pleasing (i really need to stop buying things because they look pretty). every time i tried to pop one of these suckers into my keurig machine, it would immediately shut off. i thought, well maybe its my machine, so i tried one of the starbucks k-cups i have, and it works just fine. i also have a brand new keurig (the one that makes lattes and whatnot) so i highly doubt its my coffee maker. i am really let down, because i really wanted to try these! i'm probably going to see if i can just get my money back, because i don't need these just collecting dust in my pantry. don't waste your money like i did. don't buy something because it looks ""cool"". the only thing ""crazy"" about these k-cups, is the fact that they cause your keurig to have a literal meltdown.",3.0,1.0,27.0,Very Positive,0.07317073170731707,0.14634146341463414,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.17073170731707318,0.14634146341463414,0.07317073170731707,0.07317073170731707,0.17073170731707318
Crazy Cups Flavored Variety Pack Decaf,Amber Combs,5.0,Great coffee,"Always great coffee! I LOVE the variety of flavors! Perfect for any occasion! I love to show off these selections to friends and family, or give some always as gifts!"," June 3, 2020",the United States 🇺🇸,"always great coffee! i love the variety of flavors! perfect for any occasion! i love to show off these selections to friends and family, or give some always as gifts!",12.0,12.0,9.0,Very Positive,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222
Crazy Cups Flavored Variety Pack Decaf,Karen Hedrick,3.0,Apology to Crazy Cups,"I apologize for my last rating. The pods blew up because my brewer is not a Keurig 2.0, which is what the ad specifically said, and I overlooked it. I really wanted to try the Strawberry White Chocloate flavor!"," May 23, 2020",the United States 🇺🇸,"i apologize for my last rating. the pods blew up because my brewer is not a keurig 2.0, which is what the ad specifically said, and i overlooked it. i really wanted to try the strawberry white chocloate flavor!",-2.0,-2.0,3.0,Slightly Negative,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182
Crazy Cups Flavored Variety Pack Decaf,JeffreyK,5.0,Interesting variety of flavors,"Nice assortment of flavors reflecting this time of year. Tasting them, it is easy to identify what each flavor is..."," November 14, 2020",the United States 🇺🇸,"nice assortment of flavors reflecting this time of year. tasting them, it is easy to identify what each flavor is...",4.0,4.0,1.0,Very Positive,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,SteveG,5.0,I love Crazy Cups,Great coffee with unusual flavors. Love these k cups. Have not had any issue with them leaking or falling apart.," August 25, 2020",the United States 🇺🇸,great coffee with unusual flavors. love these k cups. have not had any issue with them leaking or falling apart.,5.0,5.0,4.0,Very Positive,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Sandi D,5.0,LOVE this Coffee!,LOVE this Coffee! The flavors are spot on and are very smooth. Will definitely keep buying!," December 13, 2020",the United States 🇺🇸,love this coffee! the flavors are spot on and are very smooth. will definitely keep buying!,3.0,3.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Judy Davis,5.0,Great coffee,Great flavor selection," September 5, 2021",the United States 🇺🇸,great flavor selection,3.0,3.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Carole Raasch,5.0,What fun!!,I'm enjoying trying the different and unique flavors. Thinking of getting a few for Christmas gifts.," November 21, 2020",the United States 🇺🇸,i'm enjoying trying the different and unique flavors. thinking of getting a few for christmas gifts.,2.0,2.0,6.0,Very Positive,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666
Crazy Cups Flavored Variety Pack Decaf,Dana,5.0,Crazy coffee,Delicious!!! Worth buying!," August 11, 2021",the United States 🇺🇸,delicious!!! worth buying!,5.0,2.0,1.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Eusebio Medina,5.0,Value and flavor,"These pod were delicious, I will order more of these."," February 28, 2021",the United States 🇺🇸,"these pod were delicious, i will order more of these.",3.0,0.0,0.0,Slightly Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Frida Tovar,5.0,Not too bad,"I was really nervous about ordering because of the reviews, but it turned out okay. We received 4 of each of the 6 flavors. Taste pretty yummy"," March 24, 2020",the United States 🇺🇸,"i was really nervous about ordering because of the reviews, but it turned out okay. we received 4 of each of the 6 flavors. taste pretty yummy",2.0,2.0,8.0,Very Positive,0.0,0.25,0.0,0.125,0.125,0.125,0.25,0.0,0.0,0.125
Crazy Cups Flavored Variety Pack Decaf,Rose Stovicek,5.0,I’d purchase again,"Adorable little Kcups, and honestly very flavorful. They’re great on their own, or with coffee creamer. I look forward to choosing my flavor in the morning"," May 4, 2020",the United States 🇺🇸,"adorable little kcups, and honestly very flavorful. they’re great on their own, or with coffee creamer. i look forward to choosing my flavor in the morning",6.0,6.0,3.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,ERIC D JENSEN,5.0,Love it!,I love the crazy cups. Love that the coffee is stronger than normal flavored coffee that tends to be watery to me. And the variety of flavors is awesome!," December 11, 2019",the United States 🇺🇸,i love the crazy cups. love that the coffee is stronger than normal flavored coffee that tends to be watery to me. and the variety of flavors is awesome!,10.0,6.0,9.0,Very Positive,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Tracy E. Marin,5.0,Great variety,Great variety of flavors. Something for everyone.," April 4, 2021",the United States 🇺🇸,great variety of flavors. something for everyone.,3.0,3.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Chris Grubb,5.0,Very flavorful,The flavors were very good for those who like flavored coffees," January 18, 2021",the United States 🇺🇸,the flavors were very good for those who like flavored coffees,5.0,5.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,J. W. Smith,5.0,Crazy Cups Flavored Coffee,The coffees are very delicious. I highly recommend these flavors!," January 19, 2021",the United States 🇺🇸,the coffees are very delicious. i highly recommend these flavors!,5.0,2.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25
Crazy Cups Flavored Variety Pack Decaf,Tiffany A Menard,5.0,Amazing taste and flavorful,These pods are amazing! Each flavor tastes exactly like the flavor listed. Has a good strong flavor and extremely smooth. Will definitely buy again.," April 23, 2020",the United States 🇺🇸,these pods are amazing! each flavor tastes exactly like the flavor listed. has a good strong flavor and extremely smooth. will definitely buy again.,11.0,7.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,debbie rocl,5.0,Delicious,"I really like crazy cups, I love all the different flavors it’s fun to try new ones. The new white chocolate strawberry is fantastic!"," April 29, 2020",the United States 🇺🇸,"i really like crazy cups, i love all the different flavors it’s fun to try new ones. the new white chocolate strawberry is fantastic!",11.0,7.0,13.0,Very Positive,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.0,0.11764705882352941
Crazy Cups Flavored Variety Pack Decaf,L. Dawe,5.0,Great!,Delicious variety of flavored coffees. Each one unique and tasty. Love having a different one each day for an afternoon treat.," April 12, 2020",the United States 🇺🇸,delicious variety of flavored coffees. each one unique and tasty. love having a different one each day for an afternoon treat.,6.0,3.0,6.0,Very Positive,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.058823529411764705
Crazy Cups Flavored Variety Pack Decaf,Ty,5.0,Great Variety Box,Love this variety box. If you are a fan of flavored coffee and want new flavors to spice up your morning; try these!," March 28, 2020",the United States 🇺🇸,love this variety box. if you are a fan of flavored coffee and want new flavors to spice up your morning; try these!,7.0,7.0,3.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,MARVIN,5.0,Real flavorful coffe pods,Best coffe ever," May 4, 2021",the United States 🇺🇸,best coffe ever,3.0,3.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Patycakes,5.0,Crazy about Crazy Cups!,"These K Cups are great. Such a great variety of coffee flavors!
I love them all! Great taste.
Glad I found them!!"," April 21, 2020",the United States 🇺🇸,these k cups are great. such a great variety of coffee flavors! i love them all! great taste. glad i found them!!,15.0,12.0,8.0,Very Positive,0.0,0.125,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.125
Crazy Cups Flavored Variety Pack Decaf,Jared Orrock,5.0,Delicious,Very Flavorful especially the ones with fruits in them!," January 12, 2021",the United States 🇺🇸,very flavorful especially the ones with fruits in them!,0.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Brenda L,5.0,Yummy coffee,Good coffee. Great flavors," March 29, 2021",the United States 🇺🇸,good coffee. great flavors,6.0,6.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,Angela mathis,5.0,The best coffee ever,This coffee is so amazing.. Smells great taste awesome," December 12, 2020",the United States 🇺🇸,this coffee is so amazing.. smells great taste awesome,11.0,7.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Nadine C,5.0,Delicious,Love them!! They give you an assortment of flavors that actually taste soooo good!! When they brew they also smell amazing. Highly recommend!," December 10, 2019",the United States 🇺🇸,love them!! they give you an assortment of flavors that actually taste soooo good!! when they brew they also smell amazing. highly recommend!,12.0,3.0,5.0,Very Positive,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.25,0.0,0.08333333333333333,0.16666666666666666
Crazy Cups Flavored Variety Pack Decaf,Angela Sorensen,5.0,No variety in variety pack,I got a variety pack that had 24 of the chocolate marshmallow...that’s it. I was supposed to have 6 different flavors!," March 1, 2020",the United States 🇺🇸,i got a variety pack that had 24 of the chocolate marshmallow...that’s it. i was supposed to have 6 different flavors!,0.0,0.0,4.0,Very Positive,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,5.0,The best!,Love this coffee!! So flavorful!! The variety packs rock!!," November 23, 2020",the United States 🇺🇸,love this coffee!! so flavorful!! the variety packs rock!!,3.0,3.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Lily House,5.0,Deliciousness in a cute box,Absolutely delicious flavors 😋😋 I have tried one of every flavor in the box and they are all great.," May 7, 2020",the United States 🇺🇸,absolutely delicious flavors 😋😋 i have tried one of every flavor in the box and they are all great.,6.0,0.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Becky,5.0,Decaf flavors are varied,The flavors were a great variety.," December 30, 2020",the United States 🇺🇸,the flavors were a great variety.,3.0,3.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,5.0,Great flavor selection,Loved the variety of flavors," January 16, 2021",the United States 🇺🇸,loved the variety of flavors,3.0,3.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Tina In The Pink,5.0,Fantastic!,Absolutely delicious!," April 2, 2021",the United States 🇺🇸,absolutely delicious!,3.0,0.0,0.0,Slightly Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Michelle Dennis,5.0,Love the taste,Our shipment came in and my husband loved it the pumpkin Swirl one was his favorite," June 1, 2020",the United States 🇺🇸,our shipment came in and my husband loved it the pumpkin swirl one was his favorite,5.0,5.0,3.0,Very Positive,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
Crazy Cups Flavored Variety Pack Decaf,Sonja F Rains,5.0,Perfect,Took a couple of tries to get the right variety pack but it was worth the wait. Delicious!," April 15, 2020",the United States 🇺🇸,took a couple of tries to get the right variety pack but it was worth the wait. delicious!,5.0,2.0,1.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Michael A Tillison,5.0,Delicious flavors,Love flavored coffee.," February 28, 2021",the United States 🇺🇸,love flavored coffee.,3.0,3.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Anne,5.0,Yummy,Love all the flavors," January 21, 2021",the United States 🇺🇸,love all the flavors,3.0,3.0,2.0,Very Positive,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Amy Hughes,5.0,Fun flavors!,"This is such a fun grouping of ""crazy"" good flavor k-cups. Great variety! Very fun during lock-down!!"," May 4, 2020",the United States 🇺🇸,"this is such a fun grouping of ""crazy"" good flavor k-cups. great variety! very fun during lock-down!!",12.0,14.0,11.0,Very Positive,0.06666666666666667,0.2,0.0,0.06666666666666667,0.2,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667
Crazy Cups Flavored Variety Pack Decaf,L. Wagner,5.0,Yummy flavors,I like a variety of coffee with flavor and this brand never disappoints.," July 23, 2020",the United States 🇺🇸,i like a variety of coffee with flavor and this brand never disappoints.,0.0,2.0,0.0,Slightly Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Alison,5.0,Tasty!,Flavors taste really good!," January 3, 2021",the United States 🇺🇸,flavors taste really good!,3.0,0.0,0.0,Slightly Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,Amazon Customer,5.0,As expected,As expected great flavors," January 4, 2021",the United States 🇺🇸,as expected great flavors,3.0,3.0,1.0,Very Positive,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Katie,5.0,Accurate description,Provided a great variety and came as expected," September 14, 2020",the United States 🇺🇸,provided a great variety and came as expected,3.0,3.0,1.0,Very Positive,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Sharon,5.0,Great flavors,"So far, all the flavors I have tried are really quite good. Thank you"," April 13, 2020",the United States 🇺🇸,"so far, all the flavors i have tried are really quite good. thank you",5.0,2.0,0.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,terra783,4.0,Good,Good quality k cup," December 9, 2019",the United States 🇺🇸,good quality k cup,5.0,3.0,5.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,Paul Di Dio,3.0,Isn't Keurig 2.0 Compatible,"Good coffee and flavors but clogs machine every time. ""Brew Interrupted"" isn't fun at 5am trying to leave for work!"," March 8, 2020",the United States 🇺🇸,"good coffee and flavors but clogs machine every time. ""brew interrupted"" isn't fun at 5am trying to leave for work!",4.0,6.0,12.0,Very Positive,0.0,0.2,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
Crazy Cups Flavored Variety Pack Decaf,CH,3.0,Really love some of the flavors others not to my taste,I do not like peppermint or rasberry really like the rest.," November 1, 2022",the United States 🇺🇸,i do not like peppermint or rasberry really like the rest.,4.0,4.0,0.0,Very Positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Crazy Cups Flavored Variety Pack Decaf,Ashley,3.0,Surprisingly good,I’m always hesitant to buy food products online especially my coffee but surprisingly it was very flavorful and good over ice," March 20, 2022",the United States 🇺🇸,i’m always hesitant to buy food products online especially my coffee but surprisingly it was very flavorful and good over ice,1.0,1.0,10.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Crazy Cups Flavored Variety Pack Decaf,The Color Of Ink,3.0,Good taste. Not so great k-cup material.,The flavor is great. However the poorly made cups don’t fair the best. Only 50% of the cups worked in my coffee maker. None worked at my place of employment and a relative tried with no luck at all either. All other K-cups work fine.," June 9, 2020",the United States 🇺🇸,the flavor is great. however the poorly made cups don’t fair the best. only 50% of the cups worked in my coffee maker. none worked at my place of employment and a relative tried with no luck at all either. all other k-cups work fine.,10.0,4.0,7.0,Very Positive,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222
Crazy Cups Flavored Variety Pack Decaf,Wendy,2.0,"Faulty design of cup, great flavor when they work","When I’ve had these and the K-cups are working properly the flavors are fantastic! But ever K-cup in this sampler pack I received seems defective - the water will not run thru the K-cup without tons of coffee grinds pouring through as well and the top of the K-cup in the machine backing up and overflowing with water and coffee grounds. I’ve tried them in 2 different coffee makers and on different cup sized settings, all with the same result."," May 14, 2020",the United States 🇺🇸,"when i’ve had these and the k-cups are working properly the flavors are fantastic! but ever k-cup in this sampler pack i received seems defective - the water will not run thru the k-cup without tons of coffee grinds pouring through as well and the top of the k-cup in the machine backing up and overflowing with water and coffee grounds. i’ve tried them in 2 different coffee makers and on different cup sized settings, all with the same result.",5.0,4.0,8.0,Very Positive,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.2222222222222222
